#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0184 0 0 0 0 0
0.0368 0 0 0 0 0
0.0552 0 0 0 0 0
0.0736 0 0 0 0 0
0.092 0 0 0 0 0
0.1104 0 0 0 0 0
0.1288 0 0 0 0 0
0.1472 0 0 0 0 0
0.1656 0 0 0 0 0
0.184 0 0 0 0 0
0.2024 0 0 0 0 0
0.2208 0.173319 0.0834288 0.010502 4.45546 -4.44968
0.2392 0.365101 0.190361 0.0257252 8.68594 -8.67414
0.2576 0.568958 0.319434 0.0461794 12.6291 -12.6114
0.276 0.779387 0.46879 0.0722489 16.2542 -16.2309
0.2944 0.990296 0.635319 0.104041 19.5235 -19.4951
0.3128 1.19488 0.814446 0.14129 22.3907 -22.3583
0.3312 1.38548 0.999889 0.183235 24.8003 -24.765
0.3496 1.55344 1.18338 0.228485 26.6851 -26.6483
0.368 1.68895 1.35435 0.274852 27.965 -27.9282
0.3864 1.78094 1.49957 0.319165 28.5439 -28.5088
0.4048 1.81693 1.6028 0.357051 28.3071 -28.2753
0.4232 1.78299 1.64447 0.382708 27.1178 -27.0909
0.4416 1.66373 1.60134 0.388662 24.8127 -24.7916
0.46 1.44249 1.44644 0.36555 21.1962 -21.1816
0.4784 1.10178 1.14916 0.301965 16.0346 -16.0263
0.4968 0.624002 0.676004 0.184449 9.04747 -9.0445
0.5152 0 0 0 0 0
0.5336 0 0 0 0 0
0.552 0 0 0 0 0
0.5704 0 0 0 0 0
0.5888 0 0 0 0 0
0.6072 0 0 0 0 0
0.6256 0 0 0 0 0
0.644 0 0 0 0 0
0.6624 0 0 0 0 0
0.6808 0 0 0 0 0
0.6992 0 0 0 0 0
0.7176 0 0 0 0 0
0.736 0 0 0 0 0
0.7544 0 0 0 0 0
0.7728 0 0 0 0 0
0.7912 0 0 0 0 0
0.8096 0 0 0 0 0
0.828 0 0 0 0 0
0.8464 0 0 0 0 0
0.8648 0 0 0 0 0
0.8832 0 0 0 0 0
0.9016 0 0 0 0 0
0.92 -nan -nan -nan -nan -nan
