#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0186 0 0
0.0372 0 0
0.0558 0 0
0.0744 0 0
0.093 0 0
0.1116 0 0
0.1302 0 0
0.1488 0 0
0.1674 0 0
0.186 0.0262795 0.129416
0.2046 0.0842446 0.403608
0.2232 0.170775 0.796152
0.2418 0.27956 1.26651
0.2604 0.426473 1.8788
0.279 0.605172 2.59128
0.2976 0.810422 3.36907
0.3162 1.04742 4.22479
0.3348 1.31286 5.13394
0.3534 1.58775 6.01167
0.372 1.8343 6.71186
0.3906 1.95313 6.88302
0.4092 1.90219 6.4331
0.4278 1.73989 5.6335
0.4464 1.50383 4.65281
0.465 1.22244 3.60803
0.4836 0.904166 2.54038
0.5022 0.576702 1.53914
0.5208 0.277374 0.701736
0.5394 0.0567408 0.135874
0.558 0 0
0.5766 0 0
0.5952 0 0
0.6138 0 0
0.6324 0 0
0.651 0 0
0.6696 0 0
0.6882 0 0
0.7068 0 0
0.7254 0 0
0.744 0 0
0.7626 0 0
0.7812 0 0
0.7998 0 0
0.8184 0 0
0.837 0 0
0.8556 0 0
0.8742 0 0
0.8928 0 0
0.9114 0 0
0.93 -nan -nan
