#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0018 15.0299 1.51057
0.0036 30.0606 2.9826
0.0054 45.0928 4.37754
0.0072 60.1274 5.65681
0.009 75.1652 6.78183
0.0108 90.2069 7.71399
0.0126 105.253 8.41462
0.0144 120.305 8.84504
0.0162 135.364 8.9665
0.018 117.351 7.26723
0.0198 90.0009 5.20004
0.0216 58.4118 3.10614
0.0234 22.2944 1.07312
0.0252 0 0
0.027 0 0
0.0288 0 0
0.0306 0 0
0.0324 0 0
0.0342 0 0
0.036 0 0
0.0378 0 0
0.0396 0 0
0.0414 0 0
0.0432 0 0
0.045 0 0
0.0468 0 0
0.0486 0 0
0.0504 0 0
0.0522 0 0
0.054 0 0
0.0558 0 0
0.0576 0 0
0.0594 0 0
0.0612 0 0
0.063 0 0
0.0648 0 0
0.0666 0 0
0.0684 0 0
0.0702 0 0
0.072 0 0
0.0738 0 0
0.0756 0 0
0.0774 0 0
0.0792 0 0
0.081 0 0
0.0828 0 0
0.0846 0 0
0.0864 0 0
0.0882 0 0
0.09 -nan -nan
