#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0152 0 0
0.0304 0 0
0.0456 0 0
0.0608 0 0
0.076 0 0
0.0912 0.0246838 0.0873238
0.1064 0.171258 0.594907
0.1216 0.394131 1.34326
0.1368 0.691714 2.31118
0.152 1.086 3.55818
0.1672 1.52032 4.87606
0.1824 2.06373 6.47846
0.1976 2.66902 8.19174
0.2128 3.32692 9.97148
0.228 4.03149 11.7866
0.2432 4.74199 13.5055
0.2584 5.367 14.8646
0.2736 5.67298 15.2379
0.2888 5.56113 14.4453
0.304 5.13479 12.8678
0.3192 4.5476 10.9755
0.3344 3.83143 8.88896
0.3496 3.03436 6.75413
0.3648 2.18711 4.66056
0.38 1.34035 2.72783
0.3952 0.591884 1.14787
0.4104 0.0676137 0.124686
0.4256 0 0
0.4408 0 0
0.456 0 0
0.4712 0 0
0.4864 0 0
0.5016 0 0
0.5168 0 0
0.532 0 0
0.5472 0 0
0.5624 0 0
0.5776 0 0
0.5928 0 0
0.608 0 0
0.6232 0 0
0.6384 0 0
0.6536 0 0
0.6688 0 0
0.684 0 0
0.6992 0 0
0.7144 0 0
0.7296 0 0
0.7448 0 0
0.76 -nan -nan
