#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.019 0 0 0 0 0
0.038 0 0 0 0 0
0.057 0 0 0 0 0
0.076 0 0 0 0 0
0.095 0 0 0 0 0
0.114 0 0 0 0 0
0.133 0 0 0 0 0
0.152 0 0 0 0 0
0.171 0 0 0 0 0
0.19 0 0 0 0 0
0.209 0 0 0 0 0
0.228 0.0563653 0.0271285 0.00340793 1.60722 -1.60426
0.247 0.214422 0.111782 0.0150751 5.59904 -5.58854
0.266 0.38715 0.217325 0.0313562 9.35023 -9.33249
0.285 0.569771 0.342651 0.052711 12.8346 -12.8101
0.304 0.756998 0.485561 0.0793798 16.0194 -15.989
0.323 0.942911 0.642579 0.111296 18.8645 -18.8294
0.342 1.12082 0.808729 0.147983 21.3211 -21.2825
0.361 1.28315 0.977279 0.188427 23.33 -23.2894
0.38 1.42125 1.13944 0.230934 24.8197 -24.7789
0.399 1.52532 1.28404 0.272951 25.7045 -25.6653
0.418 1.58422 1.39719 0.310874 25.8812 -25.8454
0.437 1.58543 1.4619 0.339829 25.2259 -25.1952
0.456 1.51505 1.45786 0.353442 23.5902 -23.5659
0.475 1.35786 1.36119 0.343629 20.7953 -20.7783
0.494 1.09768 1.14455 0.300428 16.6264 -16.6166
0.513 0.718095 0.77769 0.211964 10.8245 -10.8208
0.532 0.203634 0.228752 0.0646601 3.07681 -3.0765
0.551 0 0 0 0 0
0.57 0 0 0 0 0
0.589 0 0 0 0 0
0.608 0 0 0 0 0
0.627 0 0 0 0 0
0.646 0 0 0 0 0
0.665 0 0 0 0 0
0.684 0 0 0 0 0
0.703 0 0 0 0 0
0.722 0 0 0 0 0
0.741 0 0 0 0 0
0.76 0 0 0 0 0
0.779 0 0 0 0 0
0.798 0 0 0 0 0
0.817 0 0 0 0 0
0.836 0 0 0 0 0
0.855 0 0 0 0 0
0.874 0 0 0 0 0
0.893 0 0 0 0 0
0.912 0 0 0 0 0
0.931 0 0 0 0 0
0.95 -nan -nan -nan -nan -nan
