#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0176 0 0 0 0 0
0.0352 0 0 0 0 0
0.0528 0 0 0 0 0
0.0704 0 0 0 0 0
0.088 0 0 0 0 0
0.1056 0 0 0 0 0
0.1232 0 0 0 0 0
0.1408 4.63016e-05 1.48665e-05 1.3454e-06 0.00124248 -0.00124163
0.1584 0.0232982 0.00841388 0.000831001 0.579014 -0.578546
0.176 0.0739075 0.0296525 0.00318889 1.72719 -1.72564
0.1936 0.151146 0.0666986 0.0077788 3.34955 -3.34633
0.2112 0.25043 0.120547 0.0151752 5.26565 -5.26023
0.2288 0.385606 0.201073 0.0272116 7.77069 -7.76245
0.2464 0.549429 0.308525 0.0447024 10.6536 -10.6422
0.264 0.737645 0.443793 0.0685785 13.7874 -13.7725
0.2816 0.953374 0.61182 0.100486 17.2504 -17.2321
0.2992 1.19301 0.813469 0.141555 20.9829 -20.9614
0.3168 1.43817 1.03834 0.19088 24.6324 -24.6083
0.3344 1.66357 1.26786 0.245561 27.7692 -27.7435
0.352 1.79083 1.43673 0.292429 28.9779 -28.952
0.3696 1.7765 1.49653 0.319354 27.6926 -27.6679
0.3872 1.64854 1.4549 0.324838 24.7035 -24.6811
0.4048 1.45031 1.33819 0.312034 20.9354 -20.9161
0.4224 1.19921 1.15469 0.280714 16.719 -16.7034
0.44 0.919029 0.921861 0.233298 12.4243 -12.4126
0.4576 0.628974 0.656227 0.172633 8.28036 -8.27255
0.4752 0.351759 0.381175 0.104098 4.52904 -4.52475
0.4928 0.120132 0.135026 0.0382346 1.5211 -1.51964
0.5104 0 0 0 0 0
0.528 0 0 0 0 0
0.5456 0 0 0 0 0
0.5632 0 0 0 0 0
0.5808 0 0 0 0 0
0.5984 0 0 0 0 0
0.616 0 0 0 0 0
0.6336 0 0 0 0 0
0.6512 0 0 0 0 0
0.6688 0 0 0 0 0
0.6864 0 0 0 0 0
0.704 0 0 0 0 0
0.7216 0 0 0 0 0
0.7392 0 0 0 0 0
0.7568 0 0 0 0 0
0.7744 0 0 0 0 0
0.792 0 0 0 0 0
0.8096 0 0 0 0 0
0.8272 0 0 0 0 0
0.8448 0 0 0 0 0
0.8624 0 0 0 0 0
0.88 -nan -nan -nan -nan -nan
