#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.007 5.30903 4.24049
0.014 10.7394 8.55604
0.021 15.7553 12.5029
0.028 20.7284 16.3565
0.035 25.1723 19.7205
0.042 28.8199 22.3824
0.049 32.2615 24.7947
0.056 35.1332 26.6745
0.063 36.4668 27.3075
0.07 35.9693 26.5223
0.077 33.7082 24.4336
0.084 30.605 21.7666
0.091 27.0275 18.8223
0.098 23.1547 15.7562
0.105 19.0365 12.63
0.112 15.0723 9.72593
0.119 11.3155 7.08354
0.126 7.56471 4.58275
0.133 4.42487 2.58605
0.14 1.91928 1.07865
0.147 0.169916 0.0915403
0.154 0 0
0.161 0 0
0.168 0 0
0.175 0 0
0.182 0 0
0.189 0 0
0.196 0 0
0.203 0 0
0.21 0 0
0.217 0 0
0.224 0 0
0.231 0 0
0.238 0 0
0.245 0 0
0.252 0 0
0.259 0 0
0.266 0 0
0.273 0 0
0.28 0 0
0.287 0 0
0.294 0 0
0.301 0 0
0.308 0 0
0.315 0 0
0.322 0 0
0.329 0 0
0.336 0 0
0.343 0 0
0.35 -nan -nan
