#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0062 7.63532 4.84242
0.0124 15.1743 9.59861
0.0186 22.3648 14.0884
0.0248 29.3002 18.3461
0.031 35.609 22.1258
0.0372 40.8586 25.1534
0.0434 44.4459 27.0707
0.0496 46.0706 27.7211
0.0558 45.4396 26.9704
0.062 42.6219 24.9166
0.0682 38.734 22.26
0.0744 34.2863 19.3292
0.0806 29.4573 16.2554
0.0868 24.2964 13.095
0.093 19.541 10.258
0.0992 14.7935 7.54505
0.1054 10.0188 4.95279
0.1116 6.32278 3.01781
0.1178 3.03745 1.39573
0.124 0.648261 0.285732
0.1302 0 0
0.1364 0 0
0.1426 0 0
0.1488 0 0
0.155 0 0
0.1612 0 0
0.1674 0 0
0.1736 0 0
0.1798 0 0
0.186 0 0
0.1922 0 0
0.1984 0 0
0.2046 0 0
0.2108 0 0
0.217 0 0
0.2232 0 0
0.2294 0 0
0.2356 0 0
0.2418 0 0
0.248 0 0
0.2542 0 0
0.2604 0 0
0.2666 0 0
0.2728 0 0
0.279 0 0
0.2852 0 0
0.2914 0 0
0.2976 0 0
0.3038 0 0
0.31 -nan -nan
