#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.009 3.32184 4.32533
0.018 6.41964 8.32615
0.027 9.29204 11.9874
0.036 11.9359 15.2944
0.045 14.3454 18.2322
0.054 16.5122 20.7851
0.063 18.4249 22.9373
0.072 20.069 24.6721
0.081 21.4265 25.9725
0.09 22.4753 26.8209
0.099 23.1891 27.1994
0.108 23.5366 27.0895
0.117 23.4807 26.4725
0.126 22.9776 25.3296
0.135 21.9759 23.642
0.144 20.4153 21.3913
0.153 18.2249 18.5596
0.162 15.3213 15.1301
0.171 11.6063 11.0875
0.18 6.96393 6.41907
0.189 1.25697 1.11483
0.198 0 0
0.207 0 0
0.216 0 0
0.225 0 0
0.234 0 0
0.243 0 0
0.252 0 0
0.261 0 0
0.27 0 0
0.279 0 0
0.288 0 0
0.297 0 0
0.306 0 0
0.315 0 0
0.324 0 0
0.333 0 0
0.342 0 0
0.351 0 0
0.36 0 0
0.369 0 0
0.378 0 0
0.387 0 0
0.396 0 0
0.405 0 0
0.414 0 0
0.423 0 0
0.432 0 0
0.441 0 0
0.45 -nan -nan
