#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0126 0 0
0.0252 0 0
0.0378 0 0
0.0504 0 0
0.063 0.570731 1.41248
0.0756 1.7333 4.22774
0.0882 2.84207 6.82529
0.1008 3.89262 9.1947
0.1134 4.87925 11.3241
0.126 5.79485 13.2001
0.1386 6.63062 14.8076
0.1512 7.37585 16.1299
0.1638 8.01754 17.1481
0.1764 8.54009 17.8416
0.189 8.9247 18.1874
0.2016 9.14887 18.1603
0.2142 9.18561 17.7329
0.2268 9.00254 16.8749
0.2394 8.56078 15.5536
0.252 7.81354 13.7338
0.2646 6.70436 11.3773
0.2772 5.16489 8.44346
0.2898 3.11206 4.88922
0.3024 0.444494 0.669335
0.315 0 0
0.3276 0 0
0.3402 0 0
0.3528 0 0
0.3654 0 0
0.378 0 0
0.3906 0 0
0.4032 0 0
0.4158 0 0
0.4284 0 0
0.441 0 0
0.4536 0 0
0.4662 0 0
0.4788 0 0
0.4914 0 0
0.504 0 0
0.5166 0 0
0.5292 0 0
0.5418 0 0
0.5544 0 0
0.567 0 0
0.5796 0 0
0.5922 0 0
0.6048 0 0
0.6174 0 0
0.63 -nan -nan
