#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0202 0 0
0.0404 0 0
0.0606 0 0
0.0808 0 0
0.101 0 0
0.1212 0 0
0.1414 0 0
0.1616 0 0
0.1818 0 0
0.202 0 0
0.2222 0 0
0.2424 0 0
0.2626 0.000171036 0.000944639
0.2828 0.147689 0.785489
0.303 0.297506 1.52384
0.3232 0.448032 2.21001
0.3434 0.597231 2.83666
0.3636 0.742489 3.39489
0.3838 0.88046 3.87391
0.404 1.00685 4.26078
0.4242 1.11616 4.53999
0.4444 1.20133 4.69301
0.4646 1.25329 4.69773
0.4848 1.26036 4.52782
0.505 1.20745 4.1519
0.5252 1.07503 3.5327
0.5454 0.837642 2.62584
0.5656 0.461976 1.37861
0.5858 0 0
0.606 0 0
0.6262 0 0
0.6464 0 0
0.6666 0 0
0.6868 0 0
0.707 0 0
0.7272 0 0
0.7474 0 0
0.7676 0 0
0.7878 0 0
0.808 0 0
0.8282 0 0
0.8484 0 0
0.8686 0 0
0.8888 0 0
0.909 0 0
0.9292 0 0
0.9494 0 0
0.9696 0 0
0.9898 0 0
1.01 -nan -nan
