#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.009 1.94992 2.54012
0.018 4.42409 5.74054
0.027 6.71717 8.66945
0.036 8.8266 11.3151
0.045 10.7478 13.6656
0.054 12.4739 15.7083
0.063 13.9958 17.4305
0.072 15.3019 18.819
0.081 16.3777 19.86
0.09 17.2055 20.5397
0.099 17.7642 20.8436
0.108 18.0286 20.7569
0.117 17.9689 20.2648
0.126 17.55 19.3522
0.135 16.7307 18.0041
0.144 15.4625 16.2058
0.153 13.6885 13.9431
0.162 11.3418 11.2025
0.171 8.34361 7.97213
0.18 4.60091 4.24157
0.189 0.00352128 0.00312347
0.198 0 0
0.207 0 0
0.216 0 0
0.225 0 0
0.234 0 0
0.243 0 0
0.252 0 0
0.261 0 0
0.27 0 0
0.279 0 0
0.288 0 0
0.297 0 0
0.306 0 0
0.315 0 0
0.324 0 0
0.333 0 0
0.342 0 0
0.351 0 0
0.36 0 0
0.369 0 0
0.378 0 0
0.387 0 0
0.396 0 0
0.405 0 0
0.414 0 0
0.423 0 0
0.432 0 0
0.441 0 0
0.45 -nan -nan
