#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0204 0 0 0 0 0
0.0408 0 0 0 0 0
0.0612 0 0 0 0 0
0.0816 0 0 0 0 0
0.102 0 0 0 0 0
0.1224 0 0 0 0 0
0.1428 0 0 0 0 0
0.1632 0 0 0 0 0
0.1836 0 0 0 0 0
0.204 0 0 0 0 0
0.2244 0 0 0 0 0
0.2448 0 0 0 0 0
0.2652 0.00273177 0.00142381 0.000191421 0.0907799 -0.0904659
0.2856 0.112381 0.0630677 0.00906975 3.36262 -3.35109
0.306 0.236618 0.142255 0.0218129 6.46047 -6.43861
0.3264 0.371674 0.238325 0.038841 9.36171 -9.33063
0.3468 0.513317 0.349696 0.0603907 12.0379 -11.9989
