#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0182 0 0
0.0364 0 0
0.0546 0 0
0.0728 0 0
0.091 0 0
0.1092 0 0
0.1274 0 0
0.1456 0 0
0.1638 0 0
0.182 0 0
0.2002 0 0
0.2184 0.222267 1.01224
0.2366 0.450988 1.9897
0.2548 0.677407 2.89429
0.273 0.898981 3.7182
0.2912 1.11252 4.45206
0.3094 1.31403 5.08476
0.3276 1.49851 5.60315
0.3458 1.65968 5.99176
0.364 1.78966 6.23242
0.3822 1.87855 6.30391
0.4004 1.91392 6.18141
0.4186 1.88003 5.83602
0.4368 1.757 5.23408
0.455 1.51952 4.33646
0.4732 1.13533 3.09773
0.4914 0.562963 1.46528
0.5096 0 0
0.5278 0 0
0.546 0 0
0.5642 0 0
0.5824 0 0
0.6006 0 0
0.6188 0 0
0.637 0 0
0.6552 0 0
0.6734 0 0
0.6916 0 0
0.7098 0 0
0.728 0 0
0.7462 0 0
0.7644 0 0
0.7826 0 0
0.8008 0 0
0.819 0 0
0.8372 0 0
0.8554 0 0
0.8736 0 0
0.8918 0 0
0.91 -nan -nan
