#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0132 0 0
0.0264 0 0
0.0396 0.00606547 0.0166876
0.0528 0.127493 0.346499
0.066 0.358757 0.96316
0.0792 0.674396 1.787
0.0924 1.0393 2.71321
0.1056 1.54879 3.9849
0.1188 2.09092 5.29241
0.132 2.73073 6.79395
0.1452 3.45024 8.42882
0.1584 4.21392 10.0946
0.1716 5.01772 11.7717
0.1848 5.81789 13.3478
0.198 6.52228 14.6089
0.2112 6.87714 15.0018
0.2244 6.77874 14.3646
0.2376 6.30107 12.9404
0.2508 5.63222 11.189
0.264 4.83883 9.28163
0.2772 3.94465 7.29078
0.2904 2.99168 5.3163
0.3036 2.11044 3.59934
0.3168 1.26294 2.06195
0.33 0.529368 0.825148
0.3432 0.03149 0.0467233
0.3564 0 0
0.3696 0 0
0.3828 0 0
0.396 0 0
0.4092 0 0
0.4224 0 0
0.4356 0 0
0.4488 0 0
0.462 0 0
0.4752 0 0
0.4884 0 0
0.5016 0 0
0.5148 0 0
0.528 0 0
0.5412 0 0
0.5544 0 0
0.5676 0 0
0.5808 0 0
0.594 0 0
0.6072 0 0
0.6204 0 0
0.6336 0 0
0.6468 0 0
0.66 -nan -nan
