#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0002 15.7329 0.820936
0.0004 31.4659 1.60408
0.0006 47.1988 2.31164
0.0008 62.9318 2.90582
0.001 78.6649 3.34884
0.0012 94.3979 3.60289
0.0014 110.131 3.63019
0.0016 125.864 3.39294
0.0018 141.598 2.85335
0.002 157.331 1.97361
0.0022 173.065 0.715948
0.0024 0 0
0.0026 0 0
0.0028 0 0
0.003 0 0
0.0032 0 0
0.0034 0 0
0.0036 0 0
0.0038 0 0
0.004 0 0
0.0042 0 0
0.0044 0 0
0.0046 0 0
0.0048 0 0
0.005 0 0
0.0052 0 0
0.0054 0 0
0.0056 0 0
0.0058 0 0
0.006 0 0
0.0062 0 0
0.0064 0 0
0.0066 0 0
0.0068 0 0
0.007 0 0
0.0072 0 0
0.0074 0 0
0.0076 0 0
0.0078 0 0
0.008 0 0
0.0082 0 0
0.0084 0 0
0.0086 0 0
0.0088 0 0
0.009 0 0
0.0092 0 0
0.0094 0 0
0.0096 0 0
0.0098 0 0
0.01 -nan -nan
