#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0136 0 0
0.0272 0 0
0.0408 0 0
0.0544 0.0527267 0.152402
0.068 0.216574 0.617677
0.0816 0.443305 1.2459
0.0952 0.777967 2.15513
0.1088 1.1751 3.20481
0.1224 1.63202 4.37609
0.136 2.19934 5.79607
0.1496 2.80414 7.25186
0.1632 3.46978 8.79577
0.1768 4.20028 10.426
0.1904 4.95398 12.0248
0.204 5.66007 13.413
0.2176 6.13794 14.1693
0.2312 6.22421 13.9607
0.2448 5.89546 12.8146
0.2584 5.34852 11.2444
0.272 4.64605 9.42885
0.2856 3.86328 7.55445
0.2992 3.04237 5.72138
0.3128 2.2015 3.97273
0.3264 1.37625 2.37716
0.34 0.649582 1.07126
0.3536 0.125716 0.197483
0.3672 0 0
0.3808 0 0
0.3944 0 0
0.408 0 0
0.4216 0 0
0.4352 0 0
0.4488 0 0
0.4624 0 0
0.476 0 0
0.4896 0 0
0.5032 0 0
0.5168 0 0
0.5304 0 0
0.544 0 0
0.5576 0 0
0.5712 0 0
0.5848 0 0
0.5984 0 0
0.612 0 0
0.6256 0 0
0.6392 0 0
0.6528 0 0
0.6664 0 0
0.68 -nan -nan
