#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0044 15.3198 5.12286
0.0088 30.4765 10.1549
0.0132 44.6844 14.81
0.0176 58.0451 19.0882
0.022 68.094 22.2002
0.0264 74.3846 24.0084
0.0308 75.485 24.1007
0.0352 72.2547 22.7891
0.0396 65.8412 20.4823
0.044 58.0397 17.7712
0.0484 49.7999 14.9684
0.0528 41.1125 12.1008
0.0572 33.0937 9.5025
0.0616 25.2443 7.05068
0.066 17.4198 4.7208
0.0704 11.3625 2.96989
0.0748 5.81985 1.46317
0.0792 1.70104 0.409306
0.0836 0 0
0.088 0 0
0.0924 0 0
0.0968 0 0
0.1012 0 0
0.1056 0 0
0.11 0 0
0.1144 0 0
0.1188 0 0
0.1232 0 0
0.1276 0 0
0.132 0 0
0.1364 0 0
0.1408 0 0
0.1452 0 0
0.1496 0 0
0.154 0 0
0.1584 0 0
0.1628 0 0
0.1672 0 0
0.1716 0 0
0.176 0 0
0.1804 0 0
0.1848 0 0
0.1892 0 0
0.1936 0 0
0.198 0 0
0.2024 0 0
0.2068 0 0
0.2112 0 0
0.2156 0 0
0.22 -nan -nan
