#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0172 0 0
0.0344 0 0
0.0516 0 0
0.0688 0 0
0.086 0 0
0.1032 0 0
0.1204 0 0
0.1376 0 0
0.1548 0 0
0.172 0.087295 0.372902
0.1892 0.45209 1.87725
0.2064 0.813509 3.28224
0.2236 1.16869 4.57946
0.2408 1.51408 5.75878
0.258 1.84524 6.80818
0.2752 2.15665 7.71346
0.2924 2.44147 8.45802
0.3096 2.6912 9.02245
0.3268 2.89529 9.38421
0.344 3.04059 9.51719
0.3612 3.11074 9.39117
0.3784 3.0853 8.97129
0.3956 2.93867 8.21744
0.4128 2.63869 7.08347
0.43 2.14476 5.51645
0.4472 1.40538 3.45578
0.4644 0.354911 0.832266
0.4816 0 0
0.4988 0 0
0.516 0 0
0.5332 0 0
0.5504 0 0
0.5676 0 0
0.5848 0 0
0.602 0 0
0.6192 0 0
0.6364 0 0
0.6536 0 0
0.6708 0 0
0.688 0 0
0.7052 0 0
0.7224 0 0
0.7396 0 0
0.7568 0 0
0.774 0 0
0.7912 0 0
0.8084 0 0
0.8256 0 0
0.8428 0 0
0.86 -nan -nan
