#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0138 0 0
0.0276 0 0
0.0414 0 0
0.0552 0.0211339 0.0629257
0.069 0.15516 0.455718
0.0828 0.360551 1.04333
0.0966 0.662983 1.89077
0.1104 1.00997 2.83379
0.1242 1.44955 3.99934
0.138 1.96121 5.31588
0.1518 2.51289 6.6816
0.1656 3.16261 8.24379
0.1794 3.85071 9.82684
0.1932 4.55764 11.3713
0.207 5.25247 12.7941
0.2208 5.77682 13.7092
0.2346 5.93996 13.6977
0.2484 5.69374 12.7246
0.2622 5.20527 11.2505
0.276 4.56559 9.52562
0.2898 3.8313 7.70185
0.3036 3.04458 5.88553
0.3174 2.22661 4.12995
0.3312 1.416 2.51376
0.345 0.696511 1.18056
0.3588 0.171651 0.277172
0.3726 0 0
0.3864 0 0
0.4002 0 0
0.414 0 0
0.4278 0 0
0.4416 0 0
0.4554 0 0
0.4692 0 0
0.483 0 0
0.4968 0 0
0.5106 0 0
0.5244 0 0
0.5382 0 0
0.552 0 0
0.5658 0 0
0.5796 0 0
0.5934 0 0
0.6072 0 0
0.621 0 0
0.6348 0 0
0.6486 0 0
0.6624 0 0
0.6762 0 0
0.69 -nan -nan
