#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0092 2.28859 3.10201
0.0184 4.13433 5.58522
0.0276 6.1371 8.25117
0.0368 8.14202 10.876
0.046 10.5908 14.0386
0.0552 13.1315 17.2468
0.0644 15.761 20.4798
0.0736 18.5726 23.8415
0.0828 21.3741 27.0641
0.092 23.9721 29.8917
0.1012 25.8983 31.7462
0.1104 26.4868 31.8561
0.1196 25.584 30.1316
0.1288 23.5995 27.165
0.138 21.044 23.6301
0.1472 18.1569 19.85
0.1564 15.1045 16.0444
0.1656 12.0495 12.4097
0.1748 8.90843 8.87467
0.184 5.77248 5.54859
0.1932 3.26845 3.0238
0.2024 1.12793 1.00143
0.2116 0 0
0.2208 0 0
0.23 0 0
0.2392 0 0
0.2484 0 0
0.2576 0 0
0.2668 0 0
0.276 0 0
0.2852 0 0
0.2944 0 0
0.3036 0 0
0.3128 0 0
0.322 0 0
0.3312 0 0
0.3404 0 0
0.3496 0 0
0.3588 0 0
0.368 0 0
0.3772 0 0
0.3864 0 0
0.3956 0 0
0.4048 0 0
0.414 0 0
0.4232 0 0
0.4324 0 0
0.4416 0 0
0.4508 0 0
0.46 -nan -nan
