#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0116 0.0089168 0.0191719
0.0232 0.198544 0.423807
0.0348 0.554816 1.17521
0.0464 1.03063 2.16391
0.058 1.58995 3.30374
0.0696 2.3414 4.81333
0.0812 3.12051 6.33506
0.0928 4.08309 8.18007
0.1044 5.10949 10.0873
0.116 6.19541 12.0364
0.1276 7.35052 14.035
0.1392 8.51212 15.9506
0.1508 9.58105 17.5913
0.1624 10.2594 18.4186
0.174 10.3356 18.1022
0.1856 9.78273 16.6768
0.1972 8.89833 14.736
0.2088 7.8028 12.5291
0.2204 6.58676 10.2355
0.232 5.29914 7.95292
0.2436 3.9567 5.72194
0.2552 2.62514 3.64911
0.2668 1.52358 2.03163
0.2784 0.579051 0.738563
0.29 0.00586379 0.00713296
0.3016 0 0
0.3132 0 0
0.3248 0 0
0.3364 0 0
0.348 0 0
0.3596 0 0
0.3712 0 0
0.3828 0 0
0.3944 0 0
0.406 0 0
0.4176 0 0
0.4292 0 0
0.4408 0 0
0.4524 0 0
0.464 0 0
0.4756 0 0
0.4872 0 0
0.4988 0 0
0.5104 0 0
0.522 0 0
0.5336 0 0
0.5452 0 0
0.5568 0 0
0.5684 0 0
0.58 -nan -nan
