#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0112 0 0
0.0224 0 0
0.0336 0 0
0.0448 1.30578 2.58025
0.056 2.6132 5.10673
0.0672 3.84124 7.41509
0.0784 4.98554 9.49557
0.0896 6.04036 11.3374
0.1008 6.99843 12.9288
0.112 7.85076 14.257
0.1232 8.58635 15.3078
0.1344 9.19196 16.0661
0.1456 9.65171 16.5153
0.1568 9.94661 16.6378
0.168 10.0541 16.4143
0.1792 9.94741 15.8246
0.1904 9.59459 14.8469
0.2016 8.95776 13.4583
0.2128 7.99174 11.6346
0.224 6.64265 9.35073
0.2352 4.84594 6.58083
0.2464 2.5241 3.2986
0.2576 0 0
0.2688 0 0
0.28 0 0
0.2912 0 0
0.3024 0 0
0.3136 0 0
0.3248 0 0
0.336 0 0
0.3472 0 0
0.3584 0 0
0.3696 0 0
0.3808 0 0
0.392 0 0
0.4032 0 0
0.4144 0 0
0.4256 0 0
0.4368 0 0
0.448 0 0
0.4592 0 0
0.4704 0 0
0.4816 0 0
0.4928 0 0
0.504 0 0
0.5152 0 0
0.5264 0 0
0.5376 0 0
0.5488 0 0
0.56 -nan -nan
