#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.009 1.59825 0.0651463 0.0310624 12.9342 -12.309
0.018 3.05567 0.24908 0.0628119 24.5516 -23.3585
0.027 4.50382 0.550626 0.101246 35.8493 -34.0942
0.036 5.92799 0.966183 0.1493 46.5942 -44.29
0.045 7.55311 1.53868 0.217247 58.6803 -55.7481
0.054 9.32303 2.279 0.309554 71.6348 -68.0157
0.063 11.138 3.17641 0.428685 84.6142 -80.2876
0.072 13.0156 4.24229 0.58095 97.8001 -92.7355
0.081 14.8661 5.45151 0.767647 110.497 -104.697
0.09 16.5351 6.73797 0.983641 121.527 -115.055
0.099 17.629 7.90292 1.20153 127.885 -120.961
0.108 17.813 8.71214 1.38272 127.207 -120.19
0.117 17.0184 9.01776 1.49576 119.313 -112.593
0.126 15.6027 8.90432 1.54452 107.252 -101.074
0.135 13.8884 8.49326 1.54102 93.6047 -88.0851
0.144 11.9326 7.78507 1.47715 78.8394 -74.0761
0.153 9.79751 6.79303 1.34707 63.4326 -59.5016
0.162 7.73273 5.67848 1.17618 49.1161 -45.9928
0.171 5.71644 4.43264 0.958179 35.6308 -33.3039
0.18 3.73639 3.05098 0.687531 22.8326 -21.2989
0.189 2.00836 1.72278 0.404349 12.0403 -11.2078
0.198 0.722696 0.649855 0.158743 4.26016 -3.95687
0.207 0 0 0 0 0
0.216 0 0 0 0 0
0.225 0 0 0 0 0
0.234 0 0 0 0 0
0.243 0 0 0 0 0
0.252 0 0 0 0 0
0.261 0 0 0 0 0
0.27 0 0 0 0 0
0.279 0 0 0 0 0
0.288 0 0 0 0 0
0.297 0 0 0 0 0
0.306 0 0 0 0 0
0.315 0 0 0 0 0
0.324 0 0 0 0 0
0.333 0 0 0 0 0
0.342 0 0 0 0 0
0.351 0 0 0 0 0
0.36 0 0 0 0 0
0.369 0 0 0 0 0
0.378 0 0 0 0 0
0.387 0 0 0 0 0
0.396 0 0 0 0 0
0.405 0 0 0 0 0
0.414 0 0 0 0 0
0.423 0 0 0 0 0
0.432 0 0 0 0 0
0.441 0 0 0 0 0
0.45 -nan -nan -nan -nan -nan
