#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0062 6.99918 0.29521 0.384032 36.589 -30.8504
0.0124 13.9006 1.1727 0.781632 72.6136 -61.2129
0.0186 20.4774 2.59158 1.19683 106.753 -89.9576
0.0248 26.793 4.52201 1.65049 139.384 -117.397
0.031 32.5188 6.86201 2.13429 168.642 -141.947
0.0372 37.2711 9.43993 2.62833 192.422 -161.825
0.0434 40.5282 11.978 3.08884 207.876 -174.63
0.0496 42.0225 14.1962 3.4763 213.713 -179.294
0.0558 41.4865 15.7692 3.73595 208.789 -174.888
0.062 38.9764 16.463 3.82734 193.729 -161.978
0.0682 35.4677 16.4817 3.80371 173.968 -145.164
0.0744 31.4156 15.9298 3.68299 152.008 -126.566
0.0806 26.9904 14.8313 3.45942 128.781 -106.977
0.0868 22.2509 13.1728 3.11611 104.621 -86.6887
0.093 17.8578 11.3337 2.73176 82.8066 -68.4334
0.0992 13.4826 9.13344 2.24979 61.6191 -50.7795
0.1054 9.10575 6.55867 1.65432 40.9622 -33.6519
0.1116 5.7131 4.36156 1.1297 25.358 -20.7674
0.1178 2.72781 2.20062 0.585862 11.9324 -9.73898
0.124 0.577749 0.491261 0.13458 2.49147 -2.02615
0.1302 0 0 0 0 0
0.1364 0 0 0 0 0
0.1426 0 0 0 0 0
0.1488 0 0 0 0 0
0.155 0 0 0 0 0
0.1612 0 0 0 0 0
0.1674 0 0 0 0 0
0.1736 0 0 0 0 0
0.1798 0 0 0 0 0
0.186 0 0 0 0 0
0.1922 0 0 0 0 0
0.1984 0 0 0 0 0
0.2046 0 0 0 0 0
0.2108 0 0 0 0 0
0.217 0 0 0 0 0
0.2232 0 0 0 0 0
0.2294 0 0 0 0 0
0.2356 0 0 0 0 0
0.2418 0 0 0 0 0
0.248 0 0 0 0 0
0.2542 0 0 0 0 0
0.2604 0 0 0 0 0
0.2666 0 0 0 0 0
0.2728 0 0 0 0 0
0.279 0 0 0 0 0
0.2852 0 0 0 0 0
0.2914 0 0 0 0 0
0.2976 0 0 0 0 0
0.3038 0 0 0 0 0
0.31 -nan -nan -nan -nan -nan
