#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0038 25.9635 6.63568
0.0076 51.1155 13.0169
0.0114 75.2747 19.0435
0.0152 95.0539 23.8748
0.019 109.727 27.3162
0.0228 115.222 28.4363
0.0266 114.491 27.9525
0.0304 108.988 26.2536
0.0342 98.7924 23.4308
0.038 85.081 19.8404
0.0418 71.2142 16.274
0.0456 57.9047 12.917
0.0494 44.033 9.56565
0.0532 31.9786 6.72776
0.057 20.7584 4.2144
0.0608 10.5377 2.05739
0.0646 3.25383 0.606369
0.0684 0 0
0.0722 0 0
0.076 0 0
0.0798 0 0
0.0836 0 0
0.0874 0 0
0.0912 0 0
0.095 0 0
0.0988 0 0
0.1026 0 0
0.1064 0 0
0.1102 0 0
0.114 0 0
0.1178 0 0
0.1216 0 0
0.1254 0 0
0.1292 0 0
0.133 0 0
0.1368 0 0
0.1406 0 0
0.1444 0 0
0.1482 0 0
0.152 0 0
0.1558 0 0
0.1596 0 0
0.1634 0 0
0.1672 0 0
0.171 0 0
0.1748 0 0
0.1786 0 0
0.1824 0 0
0.1862 0 0
0.19 -nan -nan
