#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.003 25.8297 4.32721
0.006 49.9403 8.34674
0.009 71.4497 11.8767
0.012 87.2963 14.4349
0.015 95.0212 15.6493
0.018 97.4167 15.934
0.021 94.2018 15.2778
0.024 89.3365 14.2731
0.027 81.7572 12.8123
0.03 71.5062 10.9489
0.033 58.9005 8.79374
0.036 45.3983 6.59729
0.039 33.6639 4.7268
0.042 22.7491 3.07367
0.045 12.6445 1.63842
0.048 5.64427 0.692222
0.051 0.596058 0.0689299
0.054 0 0
0.057 0 0
0.06 0 0
0.063 0 0
0.066 0 0
0.069 0 0
0.072 0 0
0.075 0 0
0.078 0 0
0.081 0 0
0.084 0 0
0.087 0 0
0.09 0 0
0.093 0 0
0.096 0 0
0.099 0 0
0.102 0 0
0.105 0 0
0.108 0 0
0.111 0 0
0.114 0 0
0.117 0 0
0.12 0 0
0.123 0 0
0.126 0 0
0.129 0 0
0.132 0 0
0.135 0 0
0.138 0 0
0.141 0 0
0.144 0 0
0.147 0 0
0.15 -nan -nan
