#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0172 0 0
0.0344 0 0
0.0516 0 0
0.0688 0 0
0.086 0 0
0.1032 0 0
0.1204 0 0
0.1376 0.0122776 0.0538908
0.1548 0.0730003 0.312902
0.172 0.163523 0.683701
0.1892 0.301942 1.23308
0.2064 0.474744 1.89216
0.2236 0.672708 2.61242
0.2408 0.933344 3.5343
0.258 1.22331 4.51072
0.2752 1.54602 5.54525
0.2924 1.89491 6.60433
0.3096 2.24981 7.60939
0.3268 2.54626 8.34015
0.344 2.66351 8.4216
0.3612 2.56522 7.80386
0.3784 2.33594 6.82249
0.3956 2.01929 5.65128
0.4128 1.64722 4.40945
0.43 1.23109 3.14532
0.4472 0.824519 2.00731
0.4644 0.43688 1.01105
0.4816 0.115613 0.253595
0.4988 0 0
0.516 0 0
0.5332 0 0
0.5504 0 0
0.5676 0 0
0.5848 0 0
0.602 0 0
0.6192 0 0
0.6364 0 0
0.6536 0 0
0.6708 0 0
0.688 0 0
0.7052 0 0
0.7224 0 0
0.7396 0 0
0.7568 0 0
0.774 0 0
0.7912 0 0
0.8084 0 0
0.8256 0 0
0.8428 0 0
0.86 -nan -nan
