#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0098 0 0
0.0196 2.54902 3.91442
0.0294 5.01414 7.65031
0.0392 7.31226 11.0701
0.049 9.43917 14.1605
0.0588 11.3885 16.9072
0.0686 13.1514 19.2955
0.0784 14.7168 21.3095
0.0882 16.0704 22.9326
0.098 17.195 24.147
0.1078 18.0698 24.9344
0.1176 18.6698 25.2752
0.1274 18.9653 25.1493
0.1372 18.9212 24.5354
0.147 18.4962 23.4118
0.1568 17.6413 21.7562
0.1666 16.2989 19.5458
0.1764 14.401 16.7579
0.1862 11.8672 13.3701
0.196 8.60206 9.36068
0.2058 4.49234 4.70948
0.2156 0 0
0.2254 0 0
0.2352 0 0
0.245 0 0
0.2548 0 0
0.2646 0 0
0.2744 0 0
0.2842 0 0
0.294 0 0
0.3038 0 0
0.3136 0 0
0.3234 0 0
0.3332 0 0
0.343 0 0
0.3528 0 0
0.3626 0 0
0.3724 0 0
0.3822 0 0
0.392 0 0
0.4018 0 0
0.4116 0 0
0.4214 0 0
0.4312 0 0
0.441 0 0
0.4508 0 0
0.4606 0 0
0.4704 0 0
0.4802 0 0
0.49 -nan -nan
