#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0174 0 0
0.0348 0 0
0.0522 0 0
0.0696 0 0
0.087 0 0
0.1044 0 0
0.1218 0 0
0.1392 0.00428263 0.0192601
0.1566 0.0514631 0.225851
0.174 0.134716 0.57678
0.1914 0.2597 1.08577
0.2088 0.412941 1.68354
0.2262 0.602436 2.39338
0.2436 0.841379 3.25788
0.261 1.10949 4.18154
0.2784 1.41279 5.17825
0.2958 1.74721 6.22222
0.3132 2.09035 7.22329
0.3306 2.39524 8.01635
0.348 2.54183 8.2131
0.3654 2.47909 7.70773
0.3828 2.27738 6.79715
0.4002 1.98356 5.6721
0.4176 1.62952 4.4562
0.435 1.24532 3.25113
0.4524 0.850628 2.11586
0.4698 0.469682 1.11052
0.4872 0.144123 0.323019
0.5046 0 0
0.522 0 0
0.5394 0 0
0.5568 0 0
0.5742 0 0
0.5916 0 0
0.609 0 0
0.6264 0 0
0.6438 0 0
0.6612 0 0
0.6786 0 0
0.696 0 0
0.7134 0 0
0.7308 0 0
0.7482 0 0
0.7656 0 0
0.783 0 0
0.8004 0 0
0.8178 0 0
0.8352 0 0
0.8526 0 0
0.87 -nan -nan
