#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0054 10.0558 0.434734 0.81692 47.1684 -37.2031
0.0108 19.3842 1.67591 1.5983 90.6678 -71.4836
0.0162 28.9506 3.75559 2.45866 135.363 -106.686
0.0216 37.3965 6.46977 3.29828 174.433 -137.395
0.027 45.1009 9.75665 4.17024 209.832 -165.154
0.0324 51.2884 13.3192 5.00748 237.752 -186.95
0.0378 54.3055 16.4577 5.62418 250.216 -196.499
0.0432 53.6504 18.5847 5.91347 245.023 -192.107
0.0486 50.4052 19.645 5.93228 227.732 -178.206
0.054 45.8872 19.8744 5.78624 204.923 -160.015
0.0594 40.7108 19.4008 5.51601 179.632 -139.942
0.0648 35.0563 18.2316 5.11394 152.76 -118.709
0.0702 29.0538 16.3766 4.56862 124.952 -96.8356
0.0756 23.5373 14.2975 3.99565 99.972 -77.2568
0.081 17.8969 11.6567 3.27948 75.0005 -57.7801
0.0864 12.4892 8.68458 2.46996 51.6133 -39.6307
0.0918 8.07331 5.9719 1.72412 32.9391 -25.2051
0.0972 4.10059 3.21574 0.944555 16.4965 -12.5759
0.1026 1.1843 0.981836 0.294143 4.69958 -3.56855
0.108 0 0 0 0 0
0.1134 0 0 0 0 0
0.1188 0 0 0 0 0
0.1242 0 0 0 0 0
0.1296 0 0 0 0 0
0.135 0 0 0 0 0
0.1404 0 0 0 0 0
0.1458 0 0 0 0 0
0.1512 0 0 0 0 0
0.1566 0 0 0 0 0
0.162 0 0 0 0 0
0.1674 0 0 0 0 0
0.1728 0 0 0 0 0
0.1782 0 0 0 0 0
0.1836 0 0 0 0 0
0.189 0 0 0 0 0
0.1944 0 0 0 0 0
0.1998 0 0 0 0 0
0.2052 0 0 0 0 0
0.2106 0 0 0 0 0
0.216 0 0 0 0 0
0.2214 0 0 0 0 0
0.2268 0 0 0 0 0
0.2322 0 0 0 0 0
0.2376 0 0 0 0 0
0.243 0 0 0 0 0
0.2484 0 0 0 0 0
0.2538 0 0 0 0 0
0.2592 0 0 0 0 0
0.2646 0 0 0 0 0
0.27 -nan -nan -nan -nan -nan
