#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0102 0.614879 0.024937 0.00879706 6.18417 -6.02039
0.0204 1.31634 0.106742 0.0200663 12.9665 -12.6176
0.0306 2.23333 0.271587 0.0380486 21.568 -20.9782
0.0408 3.38769 0.549202 0.0667869 32.1757 -31.2822
0.051 4.62733 0.937565 0.10737 43.1486 -41.9292
0.0612 6.17914 1.50227 0.170464 56.7931 -55.1623
0.0714 7.76871 2.20337 0.254717 70.2895 -68.2348
0.0816 9.5133 3.08356 0.369514 84.8305 -82.3057
0.0918 11.3571 4.14141 0.519533 99.888 -96.8599
0.102 13.1778 5.33948 0.70484 114.316 -110.783
0.1122 14.9233 6.65189 0.926331 127.72 -123.692
0.1224 16.3055 7.92937 1.1656 137.534 -133.1
0.1326 16.8572 8.88149 1.37717 139.734 -135.116
0.1428 16.4453 9.33152 1.52458 133.58 -129.042
0.153 15.2613 9.27885 1.59528 121.237 -116.994
0.1632 13.6443 8.84956 1.59909 105.966 -102.14
0.1734 11.777 8.11689 1.53952 89.4449 -86.1117
0.1836 9.75727 7.12172 1.41592 72.5088 -69.7175
0.1938 7.71341 5.9441 1.23714 56.1462 -53.9125
0.204 5.62646 4.56532 0.993252 40.1141 -38.4628
0.2142 3.57061 3.04303 0.691078 24.9226 -23.8594
0.2244 1.8531 1.65519 0.391943 12.6997 -12.1383
0.2346 0.504144 0.471005 0.116148 3.39459 -3.23894
0.2448 0 0 0 0 0
0.255 0 0 0 0 0
0.2652 0 0 0 0 0
0.2754 0 0 0 0 0
0.2856 0 0 0 0 0
0.2958 0 0 0 0 0
0.306 0 0 0 0 0
0.3162 0 0 0 0 0
0.3264 0 0 0 0 0
0.3366 0 0 0 0 0
0.3468 0 0 0 0 0
0.357 0 0 0 0 0
0.3672 0 0 0 0 0
0.3774 0 0 0 0 0
0.3876 0 0 0 0 0
0.3978 0 0 0 0 0
0.408 0 0 0 0 0
0.4182 0 0 0 0 0
0.4284 0 0 0 0 0
0.4386 0 0 0 0 0
0.4488 0 0 0 0 0
0.459 0 0 0 0 0
0.4692 0 0 0 0 0
0.4794 0 0 0 0 0
0.4896 0 0 0 0 0
0.4998 0 0 0 0 0
0.51 -nan -nan -nan -nan -nan
