#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0054 14.676 7.16624
0.0108 28.243 13.766
0.0162 42.3622 20.5403
0.0216 54.6411 26.3287
0.027 66.0104 31.5396
0.0324 75.032 35.4908
0.0378 78.8841 36.9071
0.0432 77.7313 35.937
0.0486 72.9127 33.2638
0.054 66.2614 29.7719
0.0594 58.6935 25.914
0.0648 50.4309 21.8294
0.0702 41.7736 17.685
0.0756 33.7175 13.9179
0.081 25.4026 10.1995
0.0864 17.6086 6.85565
0.0918 11.0278 4.14761
0.0972 5.12016 1.85479
0.1026 0.954441 0.331617
0.108 0 0
0.1134 0 0
0.1188 0 0
0.1242 0 0
0.1296 0 0
0.135 0 0
0.1404 0 0
0.1458 0 0
0.1512 0 0
0.1566 0 0
0.162 0 0
0.1674 0 0
0.1728 0 0
0.1782 0 0
0.1836 0 0
0.189 0 0
0.1944 0 0
0.1998 0 0
0.2052 0 0
0.2106 0 0
0.216 0 0
0.2214 0 0
0.2268 0 0
0.2322 0 0
0.2376 0 0
0.243 0 0
0.2484 0 0
0.2538 0 0
0.2592 0 0
0.2646 0 0
0.27 -nan -nan
